500,6820,5082,128217,89600,164285,324173,469,243,61109,48430,525333,92842,976,460,115830,101097,220312,108055,3274,492,90821,65579,225610,93247,
500,4790,4221,19384,17596,88145,62314,276,87,45156,34311,459572,57114,616,265,62334,33692,128080,68562,541,156,42957,39856,140181,53651,
500,330,274,19262,17933,74841,47549,256,76,10240,14929,444929,50383,304,101,32460,40294,118903,70914,419,163,28417,27558,138882,63556,
500,335,265,18618,17719,72691,46161,179,85,10207,14227,448088,51195,177,74,32811,40625,117511,63222,374,145,23461,22041,134913,50883,
500,336,363,18564,16958,81321,47511,194,71,11107,14776,440842,48207,186,73,41943,41512,121073,60770,446,171,23750,22765,149478,55286,
500,360,293,18424,17769,71725,47530,256,78,10386,14864,432421,48693,129,51,39565,40772,124927,64315,523,195,23440,21639,134784,57341,
500,253,230,18669,16794,73723,45972,111,40,10796,14622,441104,51004,558,44,46063,34932,120559,71700,291,109,23119,22906,132437,58641,
500,295,237,18517,17494,74994,45797,145,39,10427,14359,442872,52355,184,39,41518,34919,116937,64608,323,119,33338,25064,140588,52665,
500,258,248,18821,17358,70431,45589,164,56,10100,14450,439342,51931,324,109,37006,32602,109366,64346,307,115,25717,25560,131532,51672,
500,230,238,18540,17111,69241,47898,140,42,10260,14423,440175,49896,157,44,36641,36802,117716,63655,308,113,22887,23541,132334,55793,
500,249,239,18696,17818,80000,45879,108,36,11185,14115,435415,49223,137,79,35534,38040,123552,61018,286,108,28477,28479,141661,48948,
500,236,231,18480,16701,64514,47751,372,108,10297,14117,436075,52331,179,49,36012,36519,117420,64496,452,154,22741,23571,123917,56896,
500,336,236,19123,17595,75180,45263,131,42,10302,13985,444859,51826,96,16,36742,34609,123627,65755,269,78,25899,25403,136629,57043,
500,239,223,18674,16796,68638,44690,75,100,10252,14106,436851,51010,71,16,37114,33228,113812,63422,230,82,26574,22669,136390,52231,
500,217,232,19195,17339,65943,47115,66,63,10243,14443,432693,55577,59,13,36270,36336,112368,68288,281,76,22874,22571,124229,54420,
500,217,224,18702,16896,71509,46173,72,20,10982,14801,445646,51733,59,14,34995,37656,119269,63219,245,81,23424,23360,134938,54140,
500,268,224,18272,17065,73682,46020,70,20,13262,13630,436289,51933,60,37,34855,37167,118321,63811,339,111,27114,26747,136320,54993,
500,226,237,18690,17492,68250,44416,67,19,10154,14890,435897,50281,61,14,36757,32787,119717,61337,257,80,24859,24055,120498,59723,
500,221,223,18503,17477,73475,48501,69,43,10583,15225,441145,50605,62,16,37471,33545,122993,66124,231,78,28780,25231,128246,49942,
500,217,227,20516,17701,74402,47530,66,19,10504,15300,431048,50200,63,14,38556,34297,117606,64472,322,77,25692,27444,147369,54740,
1000,411,469,70486,70551,180116,124608,68,20,22678,31689,985619,131903,55,18,63266,60115,262037,143717,278,96,71188,64115,277929,138391,
1000,399,410,68723,70122,171888,127065,100,31,24121,34329,995371,132612,79,25,61896,63281,264911,153091,270,91,70896,67057,265550,133584,
1000,412,421,71401,70089,171767,128970,68,21,38846,32019,1003906,132470,50,17,60361,60841,257929,144629,285,97,65385,62059,267804,146299,
1000,439,420,69341,69497,173635,118128,66,20,24501,35077,1037067,133365,47,13,61737,59677,271000,155517,331,93,71483,70171,269297,137669,
1000,469,435,69847,69604,173717,121298,64,29,25311,32025,973322,133261,50,16,60634,61303,258056,153558,261,104,70228,69059,261089,131745,
1000,410,427,68442,69947,168021,130752,89,19,24764,32130,986943,138759,58,17,63579,61216,254860,150810,285,99,72425,71037,257276,142813,
1000,455,439,71132,71556,179424,122621,107,23,24320,30298,998603,138070,68,21,63693,60499,261970,151395,269,90,84649,79407,261232,137759,
1000,441,462,69903,69973,172408,114823,64,19,24293,33871,983040,148211,50,15,60475,59409,253779,158635,313,89,74167,69027,278502,144253,
1000,482,622,80099,72533,159068,123105,90,32,23889,34982,990473,138092,48,14,61246,59626,257359,147769,276,93,73885,72115,252084,147332,
1000,473,477,78437,71984,183663,119009,78,20,27636,40994,1030565,134668,48,15,61811,62408,282627,152332,317,95,76219,69788,280582,141121,
1000,411,423,71052,71448,184038,125019,73,30,24512,35513,1020131,142863,60,20,65475,62801,266384,149906,271,94,75851,73527,277898,135487,
1000,410,442,73969,70118,173094,126442,65,20,23631,33941,1003803,132874,52,22,59841,61378,268699,161111,307,95,70023,66863,263010,140397,
1000,418,419,70346,72085,164962,126253,65,19,25466,32552,978749,133065,48,17,60991,59958,244353,147210,274,96,68837,71375,257217,133850,
1000,417,430,72330,71891,161616,129092,113,32,24926,30111,966561,134645,46,14,62418,58595,257856,148619,278,95,74439,68016,241119,130439,
1000,413,420,68051,67847,169965,131998,76,31,26698,34290,971042,132484,52,25,77515,69177,270619,179952,389,127,71132,85880,289979,159274,
1000,428,442,82485,127944,183125,121311,77,19,24272,34502,1009538,133047,49,20,60935,57943,265746,145123,265,91,69324,62036,271232,130866,
1000,409,445,67267,68166,171508,116881,71,19,22903,33251,965821,132719,53,14,58439,58587,257852,146104,253,89,70659,64416,261312,133925,
1000,398,407,67917,68344,160528,124617,97,30,22979,31477,955138,146396,51,14,62589,57149,247316,142529,252,90,74823,68928,240976,131616,
1000,400,527,68329,68727,173076,119572,62,19,23240,33592,963518,127700,49,14,58520,60870,255970,142039,257,87,74461,69964,264448,133895,
1000,404,637,67483,67705,173038,116589,63,20,24695,34108,957120,129316,47,15,59112,59114,248400,139430,274,97,70570,69183,260517,135000,
1500,637,626,143394,144364,289275,188624,55,21,37319,48951,1392571,210444,54,15,86118,85604,400665,225361,346,99,115537,110649,406516,210890,
1500,719,628,142616,144434,263530,190511,54,21,35892,45579,1368993,207516,63,22,88210,83980,382595,223026,370,129,121184,113020,395389,213958,
1500,696,964,142193,144531,270873,196308,55,21,35616,43688,1375156,205927,43,15,88844,85691,397290,220358,302,97,150575,146790,406125,214728,
1500,658,647,144567,142359,266684,187854,56,21,36117,44387,1371838,206928,43,16,87083,84970,382068,224610,269,94,121871,116787,402933,217822,
