200,11120,4645,168300,161800,195800,271000,702,466,106100,59000,316300,190700,896,762,609000,465500,531200,318100,4094,1091,271000,256300,243100,95600,
200,1767,1487,157600,151000,175500,52100,568,217,69500,65900,302500,61900,475,161,305600,291600,401300,158600,1193,364,145200,101800,211900,64200,
200,1727,1393,156800,149300,185500,53500,319,123,57900,50600,304700,70200,281,130,199900,201500,307000,137200,736,261,99100,103000,197500,66900,
200,1750,1459,158300,155100,189700,54900,329,97,63400,55700,296100,61800,285,118,180400,157700,306800,139600,777,272,97000,87300,220700,66000,
200,2156,1457,161800,157900,167300,65300,339,123,139700,83000,253700,65200,274,84,161700,146400,278500,127900,721,262,112100,98500,194700,61400,
200,1797,1773,161100,155500,166400,56000,394,103,109000,70500,249900,64500,261,95,164000,147000,252400,128000,801,261,129700,95400,193100,64900,
200,2035,1641,215900,213000,168000,54900,295,85,74200,71200,254100,59900,254,90,161400,154300,255000,129900,755,257,130900,97200,193100,70300,
200,3272,288,274000,263100,273800,384800,499,147,98600,83400,407400,255000,460,193,155100,137200,314600,242100,1411,483,151100,146100,310700,231200,
200,3579,282,258700,249800,284800,225200,490,174,90500,82800,428000,198700,278,96,98600,87200,198500,139200,730,174,210000,104100,195200,139500,
200,523,205,161700,160500,183100,188200,477,121,74100,52100,270200,146100,280,90,103100,85500,201100,144800,1306,756,108000,96000,199200,316500,
200,543,290,256200,208200,176200,234400,485,124,99800,82000,396900,218000,485,104,106800,86800,313900,228000,841,144,181700,113400,202100,142000,
200,408,150,160100,150100,199000,136200,287,88,61000,51500,252800,133400,270,91,104200,86000,195600,131600,1422,870,127800,146100,201200,144600,
200,356,151,210100,149300,178900,128600,287,93,107200,62800,270200,140000,262,95,100200,86900,199200,140200,1095,789,175000,106000,197100,139400,
200,316,160,208700,146500,178100,206300,309,86,58000,53200,254800,129100,276,89,92600,83800,196100,140200,404,135,63800,51000,191400,127600,
200,312,151,159200,171300,165900,125800,304,71,60000,48600,234500,134200,246,97,143800,120300,184500,176100,354,135,65700,49800,179900,219100,
200,396,190,164000,151900,196100,122500,297,73,76600,55800,281100,133200,239,90,110500,106500,217300,156700,359,140,67800,52000,209200,250900,
200,317,153,165300,156500,180200,122800,291,80,60300,50400,255700,144200,284,99,104900,92200,195600,138100,387,131,62200,50700,193600,137200,
200,320,165,160600,151800,221500,226000,296,78,65000,50400,258500,122200,262,97,121100,104700,201600,140000,608,133,62900,49100,192800,127200,
200,387,257,220500,159100,171200,125700,283,80,60600,51300,238800,124900,357,120,90800,80800,185700,137100,373,129,63600,51000,180300,137600,
200,404,259,233000,157200,176300,131900,282,80,60600,49900,247100,183700,272,95,120200,81700,193300,137100,367,136,65700,57800,189100,146900,
200,305,152,163800,152900,176500,127500,294,77,61900,52000,246300,139900,260,86,92900,80500,189600,131300,368,127,63200,50700,184600,137000,
200,269,153,159800,200800,184700,218200,291,79,61700,49700,248700,139500,289,105,91100,87700,219000,241900,380,126,66000,51100,187400,134200,
200,326,153,162800,150400,181100,134500,295,85,63300,75400,290800,141400,279,105,92000,82800,193600,151800,364,149,63500,49500,188900,212000,
200,436,285,174000,150800,168400,136700,278,81,60100,50500,242900,135500,334,89,98100,80300,183600,138500,358,128,61600,50300,180400,129800,
200,401,264,163300,229500,222700,132300,307,74,62400,51400,258300,130200,254,91,89500,75100,196300,135200,357,143,63800,51200,191500,130300,
200,357,153,161000,159200,182300,198100,562,159,141600,115900,513700,334300,511,196,180200,150600,422500,339900,372,133,63600,49400,182500,143000,
200,336,167,164600,156800,172800,126600,284,81,59500,50800,244600,132600,256,98,87100,81500,188000,63600,432,141,62300,48700,182200,50000,
200,334,153,243700,152000,186200,42400,299,81,61800,51200,264600,46300,316,93,85200,71500,199900,54200,460,204,74500,52400,199200,93200,
200,358,176,154500,153800,175400,43600,296,73,58800,49600,234200,45800,245,94,83100,71500,179700,54000,364,130,65800,50800,259500,53700,
200,315,152,159000,152900,164800,40500,370,77,79900,51000,235200,45700,229,90,81900,70700,181100,52200,355,144,63900,49400,175200,47900,
200,414,247,256300,203000,220200,59700,469,107,64900,51500,245500,51200,262,106,104000,121000,187500,56000,368,132,64100,52300,180200,49100,
200,339,159,160700,148400,188400,42700,297,72,58500,49000,265000,46200,233,90,82400,78800,203400,56000,354,133,62400,51000,197800,46800,
200,305,159,156900,154700,180800,74000,476,86,60200,51700,249000,47400,253,92,254500,172000,299500,92900,603,213,100300,81200,189600,294600,
